0 2 1 
1 1 2 
2 2 1 
3 1 2 
4 2 1 
5 1 2 
6 2 1 
7 1 2 
8 2 1 
9 1 2 
10 2 1 
11 1 2 
12 2 1 
13 1 2 
14 2 1 
15 1 2 
16 2 1 
17 1 2 
18 2 1 
19 2 2 
20 2 2 
21 3 2 
22 2 3 
23 3 2 
24 2 3 
25 2 2 
26 3 2 
27 2 3 
28 3 2 
29 2 3 
30 3 2 
31 3 3 
32 3 3 
33 3 3 
34 3 3 
35 2 3 
36 3 2 
37 3 3 
38 2 3 
39 3 2 
40 2 3 
41 3 2 
42 3 3 
43 3 3 
44 3 3 
45 3 3 
46 3 3 
47 3 3 
48 3 3 
49 3 3 
50 3 3 
51 3 3 
52 2 3 
53 3 2 
54 2 3 
55 3 2 
56 2 3 
57 2 2 
58 2 2 
59 2 2 
60 2 2 
61 2 2 
62 2 2 
63 2 2 
64 2 2 
65 1 2 
66 2 1 
67 1 2 
68 2 1 
69 1 2 
70 2 1 
71 1 2 
72 3 1 
73 1 3 
74 3 1 
75 0 3 
76 3 0 
77 1 3 
78 3 1 
79 1 3 
80 3 1 
81 1 3 
82 2 1 
83 1 2 
84 2 1 
85 1 2 
86 2 1 
87 1 2 
88 2 1 
89 1 2 
90 2 1 
91 1 2 
92 3 1 
93 1 3 
94 3 1 
95 1 3 
96 3 1 
97 1 3 
98 3 1 
99 1 3 
100 3 1 
101 2 3 
102 3 2 
103 2 3 
104 3 2 
105 2 3 
106 3 2 
107 2 3 
108 3 2 
109 2 3 
110 3 2 
111 2 3 
112 3 2 
113 2 3 
114 3 2 
115 2 3 
116 3 2 
117 2 3 
118 3 2 
119 2 3 
120 3 2 
121 2 3 
122 3 2 
123 2 3 
124 2 2 
125 3 2 
126 2 3 
127 3 2 
128 2 3 
129 3 2 
130 2 3 
131 3 2 
132 3 3 
133 2 3 
134 3 2 
135 3 3 
136 3 3 
137 3 3 
138 2 3 
139 3 2 
140 3 3 
141 3 3 
142 3 3 
143 2 3 
144 3 2 
145 1 3 
146 3 1 
147 1 3 
148 3 1 
149 1 3 
150 3 1 
151 1 3 
152 3 1 
153 1 3 
154 3 1 
155 1 3 
156 3 1 
157 1 3 
158 3 1 
159 1 3 
160 3 1 
161 1 3 
162 3 1 
163 1 3 
164 3 1 
165 2 3 
166 3 2 
167 2 3 
168 3 2 
169 2 3 
170 3 2 
171 2 3 
172 2 2 
173 2 2 
174 2 2 
175 2 2 
176 2 2 
177 2 2 
178 2 2 
179 2 2 
180 2 2 
181 2 2 
182 2 2 
183 2 2 
184 2 2 
185 2 2 
186 3 2 
187 2 3 
188 3 2 
189 2 3 
190 3 2 
191 2 3 
192 3 2 
193 2 3 
194 3 2 
195 2 3 
196 2 2 
197 2 2 
198 2 2 
199 2 2 
200 2 2 
201 2 2 
202 2 2 
203 2 2 
204 2 2 
205 2 2 
206 2 2 
207 2 2 
208 2 2 
209 1 2 
210 3 1 
211 1 3 
212 3 1 
213 1 3 
214 3 1 
215 1 3 
216 3 1 
217 2 3 
218 2 2 
219 2 2 
220 2 2 
221 2 2 
222 2 2 
223 2 2 
224 2 2 
225 2 2 
226 2 2 
227 2 2 
228 3 2 
229 2 3 
230 3 2 
231 2 3 
232 3 2 
233 2 3 
234 3 2 
235 2 3 
236 3 2 
237 1 3 
238 2 1 
239 2 2 
240 2 2 
241 2 2 
242 2 2 
243 2 2 
244 2 2 
245 2 2 
246 3 2 
247 2 3 
248 3 2 
249 2 3 
250 3 2 
251 3 3 
252 3 3 
253 2 3 
254 3 2 
255 3 3 
256 3 3 
257 3 3 
258 3 3 
259 3 3 
260 3 3 
261 3 3 
262 2 3 
263 3 2 
264 2 3 
265 3 2 
266 2 3 
267 3 2 
268 2 3 
269 3 2 
270 2 3 
271 3 2 
272 2 3 
273 3 2 
274 2 3 
275 3 2 
276 3 3 
277 3 3 
278 3 3 
279 3 3 
280 2 3 
281 3 2 
282 3 3 
283 3 3 
284 3 3 
285 3 3 
286 3 3 
287 3 3 
288 3 3 
289 3 3 
290 3 3 
291 3 3 
292 3 3 
293 3 3 
294 3 3 
295 3 3 
296 2 3 
297 3 2 
298 2 3 
299 3 2 
300 2 3 
301 3 2 
302 2 3 
303 3 2 
304 2 3 
305 3 2 
306 2 3 
307 2 2 
308 2 2 
309 3 2 
310 2 3 
311 3 2 
312 2 3 
313 3 2 
314 2 3 
315 3 2 
316 2 3 
317 3 2 
318 2 3 
319 3 2 
320 2 3 
321 2 2 
322 3 2 
323 2 3 
324 3 2 
325 2 3 
326 3 2 
327 2 3 
328 3 2 
329 3 3 
330 3 3 
331 3 3 
332 2 3 
333 3 2 
334 2 3 
335 3 2 
336 2 3 
337 3 2 
338 2 3 
339 3 2 
340 2 3 
341 3 2 
342 3 3 
343 3 3 
344 3 3 
345 3 3 
346 3 3 
347 3 3 
348 2 3 
349 3 2 
350 3 3 
351 3 3 
352 3 3 
353 3 3 
354 3 3 
355 3 3 
356 3 3 
